word	word_count	mean_sent_length	final_count	solo_count
funcionar	5.0	7.6	4.0	0.0
iva	1.0	5.0	0.0	0.0
maybe	3.0	7.333333333333333	0.0	0.0
rellotge	3.0	5.666666666666667	2.0	0.0
bah	18.0	7.833333333333333	6.0	2.0
prepararé	1.0	2.0	1.0	0.0
entrarán	1.0	3.0	0.0	0.0
rufino	2.0	5.5	2.0	1.0
llévaselo	1.0	3.0	0.0	0.0
white	3.0	5.0	1.0	1.0
callar	22.0	6.818181818181818	12.0	0.0
frustrado	2.0	7.0	1.0	0.0
lástima	4.0	3.0	3.0	0.0
amarilla	131.0	5.2748091603053435	86.0	14.0
rapidez	1.0	16.0	0.0	0.0
defraudada	1.0	12.0	1.0	0.0
platanitos	1.0	10.0	0.0	0.0
mamotrero	1.0	2.0	1.0	0.0
ejercito	1.0	18.0	1.0	0.0
yeli	1.0	3.0	1.0	0.0
barrera	2.0	10.0	1.0	0.0
caligrafía	3.0	6.333333333333333	1.0	0.0
lávate	19.0	7.105263157894737	3.0	0.0
mwa	1.0	1.0	1.0	1.0
calladico	1.0	2.0	0.0	0.0
redonditos	2.0	2.0	1.0	1.0
jaguar	2.0	3.5	2.0	0.0
mejillones	2.0	2.5	2.0	1.0
cazuela	9.0	6.111111111111111	7.0	0.0
bij	1.0	1.0	1.0	1.0
quietecito	4.0	4.5	4.0	0.0
matando	8.0	6.0	1.0	0.0
mismito	3.0	5.0	2.0	0.0
mary	29.0	7.103448275862069	13.0	2.0
sacarlo	9.0	5.666666666666667	5.0	0.0
persa	3.0	8.666666666666666	1.0	0.0
abrimos	52.0	5.25	16.0	3.0
guerigu	1.0	10.0	0.0	0.0
guardia	19.0	6.526315789473684	11.0	0.0
impones	1.0	4.0	1.0	0.0
estriptis	1.0	5.0	1.0	0.0
buf	17.0	6.117647058823529	8.0	5.0
fusíl	1.0	27.0	0.0	0.0
sociedad	12.0	15.833333333333334	1.0	0.0
có	9.0	7.888888888888889	0.0	0.0
injusto	2.0	9.5	2.0	0.0
tizas	2.0	61.0	0.0	0.0
ordenas	3.0	10.666666666666666	1.0	0.0
curaré	2.0	9.0	2.0	0.0
terr	1.0	12.0	0.0	0.0
aventurilla	1.0	12.0	0.0	0.0
sabré	1.0	6.0	0.0	0.0
caperusita	1.0	3.0	1.0	0.0
mochila	47.0	7.74468085106383	19.0	0.0
sepárate	2.0	4.5	1.0	1.0
tragaste	1.0	4.0	0.0	0.0
verdá	1.0	4.0	1.0	0.0
olvidaron	1.0	5.0	0.0	0.0
caigan	12.0	8.75	4.0	0.0
quemarte	1.0	5.0	1.0	0.0
lamía	1.0	11.0	0.0	0.0
isidro	1.0	7.0	0.0	0.0
pichiquitereteteterá	1.0	2.0	1.0	0.0
algete	2.0	10.5	0.0	0.0
columpias	10.0	6.0	6.0	0.0
conchas	5.0	13.2	4.0	0.0
nines	9.0	6.555555555555555	8.0	1.0
perejil	1.0	3.0	1.0	0.0
her	9.0	7.333333333333333	0.0	0.0
funciones	4.0	12.75	0.0	0.0
passada	2.0	7.0	1.0	0.0
comunes	1.0	5.0	1.0	0.0
noel	55.0	6.872727272727273	38.0	2.0
oyes	52.0	5.8076923076923075	26.0	3.0
muere	25.0	7.4	7.0	1.0
patitos	37.0	6.1891891891891895	27.0	4.0
traéme	1.0	4.0	0.0	0.0
cabaret	1.0	15.0	1.0	0.0
invitados	1.0	5.0	0.0	0.0
campeonato	4.0	12.0	1.0	0.0
perdidos	3.0	3.6666666666666665	2.0	0.0
dile	438.0	6.3493150684931505	40.0	15.0
esteso	1.0	15.0	0.0	0.0
adelantada	2.0	6.0	0.0	0.0
pentagono	4.0	9.5	3.0	0.0
candás	2.0	9.5	0.0	0.0
prendas	1.0	15.0	0.0	0.0
apure	1.0	11.0	1.0	0.0
quietas	5.0	4.8	3.0	1.0
molongui	1.0	16.0	0.0	0.0
traído	152.0	10.644736842105264	27.0	0.0
estefita	1.0	2.0	1.0	0.0
numeros	2.0	10.5	0.0	0.0
martes	28.0	12.428571428571429	5.0	0.0
vosté	1.0	4.0	1.0	0.0
monocroma	2.0	5.0	2.0	0.0
chistoso	8.0	7.875	3.0	0.0
patacacas	5.0	3.4	2.0	0.0
riñiendo	1.0	4.0	0.0	0.0
parando	1.0	8.0	0.0	0.0
dijiste	184.0	7.744565217391305	62.0	3.0
gaviotas	1.0	7.0	0.0	0.0
garfio	65.0	5.292307692307692	41.0	2.0
stefany	4.0	14.0	1.0	1.0
eete	1.0	7.0	1.0	0.0
asómate	4.0	2.25	3.0	2.0
cazan	4.0	6.0	0.0	0.0
tumbar	11.0	5.636363636363637	5.0	0.0
nacieras	2.0	7.5	1.0	0.0
supones	1.0	3.0	0.0	0.0
hobbys	1.0	11.0	1.0	0.0
mijo	2.0	5.5	2.0	0.0
huirme	1.0	3.0	1.0	0.0
instinto	1.0	5.0	0.0	0.0
cantas	95.0	5.968421052631579	49.0	1.0
disloca	2.0	16.0	1.0	0.0
magos	35.0	10.342857142857143	22.0	0.0
ensayais	1.0	9.0	0.0	0.0
títeres	1.0	7.0	1.0	0.0
cántame	16.0	9.125	0.0	0.0
entendible	2.0	5.5	2.0	0.0
espèrate	1.0	4.0	0.0	0.0
screwed	1.0	6.0	0.0	0.0
parecer	8.0	11.375	1.0	0.0
portarían	1.0	13.0	1.0	0.0
bichorro	1.0	4.0	1.0	0.0
deshidratado	1.0	2.0	1.0	0.0
disco	12.0	12.5	4.0	0.0
arrugada	1.0	1.0	1.0	1.0
velas	139.0	6.503597122302159	90.0	8.0
tiburona	2.0	3.0	1.0	0.0
visión	5.0	6.2	4.0	0.0
sorprendí	1.0	8.0	0.0	0.0
lleva	543.0	6.904235727440147	102.0	1.0
cafetal	1.0	6.0	0.0	0.0
platitos	25.0	6.88	15.0	0.0
acuérda	1.0	10.0	0.0	0.0
vie	1.0	6.0	0.0	0.0
anillas	2.0	4.0	2.0	0.0
márchate	2.0	3.0	1.0	1.0
aplicación	1.0	9.0	1.0	0.0
potente	1.0	11.0	0.0	0.0
imaginabas	1.0	5.0	0.0	0.0
trobo	1.0	5.0	1.0	0.0
asociaciones	1.0	5.0	0.0	0.0
místico	1.0	4.0	0.0	0.0
aparecido	7.0	6.428571428571429	2.0	0.0
fatiga	1.0	2.0	1.0	0.0
peleé	1.0	11.0	0.0	0.0
puntual	3.0	5.666666666666667	2.0	0.0
pesadez	1.0	5.0	0.0	0.0
traérlo	1.0	2.0	0.0	0.0
refiero	5.0	7.6	3.0	0.0
dóndes	1.0	3.0	0.0	0.0
parar	33.0	7.666666666666667	16.0	0.0
riegas	1.0	7.0	0.0	0.0
lanzo	6.0	4.0	3.0	0.0
jajajajajaja	1.0	9.0	1.0	0.0
nedar	1.0	3.0	1.0	0.0
tacón	6.0	5.166666666666667	6.0	0.0
pincho	11.0	4.545454545454546	7.0	1.0
colilla	10.0	5.4	4.0	1.0
vaciarlo	1.0	9.0	0.0	0.0
niacis	1.0	11.0	0.0	0.0
barquico	1.0	2.0	1.0	0.0
vecinas	1.0	2.0	1.0	0.0
asdrubal	2.0	5.5	0.0	0.0
chupadito	2.0	3.0	1.0	0.0
anguila	1.0	2.0	1.0	0.0
arrímalo	2.0	6.0	1.0	0.0
aaahh	1.0	12.0	1.0	0.0
agonías	2.0	11.0	0.0	0.0
andabas	1.0	4.0	0.0	0.0
momentín	2.0	4.5	1.0	0.0
ficharan	1.0	19.0	0.0	0.0
veure	106.0	6.066037735849057	36.0	0.0
reconstruyó	1.0	9.0	0.0	0.0
serían	5.0	6.8	1.0	0.0
cogemos	55.0	6.818181818181818	13.0	1.0
repetidos	1.0	8.0	1.0	0.0
carácter	5.0	7.4	2.0	0.0
apañar	1.0	9.0	0.0	0.0
osi	2.0	4.0	1.0	0.0
tiquitiquiti	1.0	1.0	1.0	1.0
calladitos	2.0	4.5	0.0	0.0
dúermelo	1.0	4.0	0.0	0.0
piénsate	1.0	35.0	0.0	0.0
acierto	3.0	8.666666666666666	0.0	0.0
pegotitos	5.0	4.2	3.0	0.0
refrán	5.0	5.0	1.0	0.0
sorpresas	5.0	7.2	3.0	0.0
lalaralarita	1.0	1.0	1.0	1.0
plastas	1.0	6.0	0.0	0.0
zoo	33.0	8.090909090909092	21.0	0.0
compones	1.0	9.0	0.0	0.0
yasta	2.0	1.0	2.0	2.0
apega	1.0	5.0	1.0	0.0
funny	2.0	7.5	0.0	0.0
pícaros	1.0	2.0	1.0	0.0
other	7.0	9.0	1.0	0.0
metía	29.0	8.413793103448276	3.0	0.0
furioso	1.0	13.0	0.0	0.0
tritura	1.0	4.0	0.0	0.0
imagino	15.0	8.266666666666667	7.0	0.0
explícamelo	28.0	4.535714285714286	16.0	4.0
dime	567.0	7.599647266313933	101.0	47.0
vendrás	2.0	6.5	0.0	0.0
reoca	2.0	11.5	1.0	0.0
hinche	1.0	7.0	1.0	0.0
telemadrid	2.0	7.0	0.0	0.0
minelli	1.0	15.0	0.0	0.0
abulubula	1.0	1.0	1.0	1.0
chuparlo	1.0	8.0	0.0	0.0
pegada	5.0	5.2	2.0	0.0
decidiendo	1.0	1.0	1.0	1.0
enfadada	24.0	4.541666666666667	14.0	0.0
lloraste	26.0	3.230769230769231	19.0	6.0
espaqueti	1.0	7.0	0.0	0.0
dejaré	4.0	9.25	1.0	0.0
achuchó	8.0	8.0	1.0	0.0
entretengo	1.0	9.0	1.0	0.0
pomme	1.0	7.0	0.0	0.0
inferioridad	3.0	8.666666666666666	3.0	0.0
distraída	1.0	7.0	1.0	0.0
riota	2.0	1.5	1.0	1.0
palabras	65.0	8.2	27.0	0.0
suéltale	5.0	5.4	2.0	1.0
cáscaras	3.0	6.0	0.0	0.0
forget	1.0	4.0	0.0	0.0
riquísimos	1.0	2.0	1.0	0.0
rascar	1.0	6.0	1.0	0.0
habéis	160.0	7.46875	1.0	0.0
calentar	7.0	9.285714285714286	1.0	0.0
equipos	4.0	9.25	1.0	0.0
tirante	1.0	8.0	1.0	0.0
échame	10.0	5.2	2.0	1.0
enseñanza	1.0	13.0	0.0	0.0
columpiarse	11.0	6.0	7.0	0.0
susana	54.0	6.518518518518518	23.0	3.0
bajico	1.0	4.0	1.0	0.0
monstruíto	1.0	2.0	1.0	0.0
copiaría	1.0	8.0	0.0	0.0
violento	3.0	24.0	2.0	0.0
escribirla	3.0	12.333333333333334	0.0	0.0
clavos	3.0	8.666666666666666	1.0	0.0
encájalo	1.0	2.0	1.0	0.0
martha	9.0	7.0	3.0	0.0
porfa	2.0	4.0	2.0	0.0
mordidota	1.0	7.0	0.0	0.0
baje	25.0	7.64	8.0	0.0
estudiaba	10.0	5.1	5.0	0.0
reduce	1.0	5.0	1.0	0.0
sentarlos	8.0	9.375	2.0	0.0
ligas	2.0	13.0	1.0	0.0
échalas	1.0	9.0	0.0	0.0
chamartín	3.0	5.666666666666667	3.0	1.0
vaquers	1.0	6.0	1.0	0.0
majarano	2.0	2.0	0.0	0.0
artística	2.0	10.0	1.0	0.0
puertollano	1.0	6.0	1.0	0.0
levantábais	1.0	11.0	0.0	0.0
hacemo	4.0	6.25	1.0	0.0
buey	6.0	9.833333333333334	2.0	0.0
añines	1.0	3.0	0.0	0.0
microbio	23.0	11.26086956521739	4.0	0.0
dibujábamos	4.0	4.75	2.0	0.0
corta	76.0	7.7894736842105265	31.0	0.0
ataque	9.0	4.666666666666667	7.0	0.0
pasarlo	4.0	9.25	0.0	0.0
sardinas	7.0	5.714285714285714	5.0	0.0
veo	468.0	6.97008547008547	174.0	1.0
restas	1.0	1.0	1.0	1.0
empujaste	1.0	4.0	0.0	0.0
cheiw	2.0	3.5	1.0	0.0
corral	27.0	6.37037037037037	20.0	0.0
coloreamos	1.0	3.0	0.0	0.0
demasiado	24.0	7.041666666666667	8.0	0.0
ándate	2.0	9.5	0.0	0.0
enjuagas	1.0	6.0	0.0	0.0
probra	1.0	8.0	0.0	0.0
salesianos	1.0	3.0	1.0	0.0
tumbarla	1.0	11.0	0.0	0.0
puñetazos	4.0	13.0	1.0	0.0
tastás	2.0	6.5	1.0	0.0
oeste	10.0	9.1	8.0	0.0
echó	37.0	6.648648648648648	10.0	0.0
semana	119.0	10.008403361344538	40.0	0.0
dejarlos	2.0	10.5	0.0	0.0
zona	4.0	10.5	2.0	0.0
reptan	1.0	6.0	1.0	0.0
plata	6.0	6.333333333333333	3.0	0.0
perenne	1.0	1.0	1.0	1.0
nani	2.0	4.5	0.0	0.0
mayúsculas	1.0	9.0	0.0	0.0
peleará	1.0	5.0	0.0	0.0
bos	1.0	4.0	1.0	0.0
momentico	4.0	8.25	0.0	0.0
robe	1.0	16.0	0.0	0.0
apartadito	1.0	4.0	1.0	0.0
marques	3.0	4.333333333333333	1.0	0.0
chuletón	2.0	7.0	0.0	0.0
nenes	152.0	6.717105263157895	81.0	0.0
posibilidad	1.0	4.0	1.0	0.0
recogeremos	1.0	3.0	1.0	0.0
necesites	2.0	6.5	1.0	0.0
sírvetelas	1.0	9.0	0.0	0.0
bianca	2.0	10.5	1.0	0.0
acercó	3.0	8.333333333333334	2.0	0.0
cíngara	2.0	12.0	1.0	0.0
descarga	1.0	10.0	0.0	0.0
buzón	3.0	13.666666666666666	1.0	0.0
esperado	2.0	6.5	1.0	0.0
ahahah	2.0	1.0	2.0	2.0
enfrente	11.0	7.545454545454546	3.0	0.0
clics	5.0	6.8	3.0	0.0
cementerio	15.0	11.533333333333333	5.0	0.0
queja	3.0	4.666666666666667	2.0	0.0
llavors	9.0	7.444444444444445	3.0	0.0
colgante	6.0	9.5	2.0	0.0
peluches	3.0	13.333333333333334	0.0	0.0
convertía	4.0	8.25	1.0	0.0
pesada	11.0	4.7272727272727275	9.0	2.0
contaras	5.0	9.8	2.0	0.0
aplaudes	1.0	2.0	1.0	0.0
enterabas	1.0	3.0	1.0	0.0
thursday	1.0	7.0	0.0	0.0
tomarla	2.0	5.5	1.0	0.0
siesta	89.0	8.202247191011235	46.0	0.0
limpiarte	7.0	7.571428571428571	1.0	0.0
colacao	7.0	5.857142857142857	4.0	0.0
personas	106.0	9.50943396226415	62.0	0.0
católica	1.0	1.0	1.0	1.0
ocho	160.0	7.46875	62.0	18.0
hablarse	1.0	10.0	0.0	0.0
compón	4.0	5.5	0.0	0.0
contraataca	1.0	9.0	0.0	0.0
cacharro	15.0	7.6	6.0	0.0
franyú	2.0	6.0	1.0	0.0
ibeja	1.0	1.0	1.0	1.0
cúales	1.0	2.0	1.0	0.0
caminar	12.0	6.916666666666667	7.0	0.0
ajos	4.0	3.5	4.0	0.0
escritora	2.0	4.5	0.0	0.0
elmostruito	1.0	10.0	0.0	0.0
mezclamos	4.0	5.0	2.0	0.0
aretes	3.0	4.0	1.0	0.0
cascabel	1.0	5.0	0.0	0.0
calaveras	1.0	3.0	1.0	0.0
majicos	2.0	7.5	1.0	0.0
hacerlas	2.0	10.5	1.0	0.0
pluton	2.0	7.0	1.0	0.0
composición	1.0	7.0	0.0	0.0
viajes	13.0	8.153846153846153	6.0	0.0
ficción	1.0	2.0	1.0	0.0
g	23.0	5.0	9.0	0.0
cantamela	4.0	2.75	3.0	0.0
explican	1.0	33.0	0.0	0.0
tomelas	1.0	1.0	1.0	1.0
educados	1.0	33.0	0.0	0.0
agarrar	25.0	8.12	8.0	0.0
encender	13.0	6.923076923076923	1.0	0.0
max	15.0	6.933333333333334	9.0	0.0
sanarás	1.0	5.0	1.0	0.0
camita	90.0	6.988888888888889	47.0	0.0
tabla	26.0	10.26923076923077	7.0	0.0
bocao	2.0	9.0	0.0	0.0
corra	6.0	5.5	4.0	0.0
portaban	1.0	6.0	0.0	0.0
salvaje	20.0	7.2	12.0	1.0
sofi	3.0	7.333333333333333	2.0	0.0
tubito	1.0	9.0	0.0	0.0
ternera	3.0	7.333333333333333	0.0	0.0
yesterday's	1.0	8.0	0.0	0.0
uchale	1.0	4.0	0.0	0.0
brutico	1.0	4.0	1.0	0.0
atún	5.0	3.8	1.0	0.0
búhos	8.0	5.625	2.0	0.0
verde	417.0	5.249400479616307	267.0	41.0
ehcho	1.0	51.0	0.0	0.0
inténta	1.0	2.0	0.0	0.0
naranjita	1.0	1.0	1.0	1.0
fra	1.0	7.0	0.0	0.0
prepara	36.0	6.694444444444445	11.0	0.0
entere	11.0	9.454545454545455	4.0	0.0
leyre	2.0	7.5	0.0	0.0
listos	19.0	2.8947368421052633	8.0	3.0
parat	2.0	3.0	2.0	0.0
morí	1.0	7.0	0.0	0.0
pueses	1.0	8.0	1.0	0.0
esconderme	1.0	4.0	0.0	0.0
callada	6.0	8.0	3.0	0.0
ovejas	65.0	6.276923076923077	35.0	2.0
bambi	13.0	7.0	7.0	2.0
tembien	1.0	9.0	0.0	0.0
arreglaran	1.0	3.0	1.0	0.0
descaradamente	1.0	4.0	1.0	0.0
dejalos	1.0	10.0	0.0	0.0
volant	1.0	15.0	0.0	0.0
hablarme	2.0	9.0	0.0	0.0
bajera	4.0	6.25	3.0	0.0
acabarlo	1.0	18.0	0.0	0.0
quedarem	1.0	5.0	0.0	0.0
ariana	1.0	6.0	0.0	0.0
comeras	1.0	6.0	0.0	0.0
pintar	427.0	6.540983606557377	191.0	12.0
cambian	4.0	6.75	0.0	0.0
quisieran	2.0	4.0	1.0	0.0
marioneta	18.0	6.888888888888889	13.0	0.0
leído	33.0	8.909090909090908	11.0	0.0
mismos	17.0	7.470588235294118	3.0	0.0
acomodando	1.0	5.0	0.0	0.0
aseguré	2.0	5.0	2.0	0.0
tiré	12.0	8.416666666666666	2.0	1.0
permiten	1.0	5.0	0.0	0.0
enfrentamos	1.0	6.0	0.0	0.0
moviendo	13.0	9.384615384615385	3.0	0.0
echandolo	1.0	18.0	0.0	0.0
animaros	1.0	2.0	1.0	0.0
spués	1.0	20.0	0.0	0.0
pinochillo	1.0	4.0	1.0	0.0
velitas	5.0	12.8	3.0	0.0
cazando	1.0	3.0	0.0	0.0
cogerás	3.0	5.0	2.0	0.0
narizota	3.0	9.666666666666666	1.0	0.0
cegar	1.0	4.0	1.0	0.0
coloreaste	2.0	5.5	1.0	0.0
saludaron	1.0	4.0	1.0	0.0
atacan	5.0	5.6	1.0	0.0
encaja	33.0	6.606060606060606	16.0	2.0
rara	21.0	8.238095238095237	10.0	1.0
zambullo	1.0	3.0	1.0	0.0
sepamos	5.0	9.8	1.0	0.0
elegimos	1.0	6.0	0.0	0.0
picos	9.0	6.555555555555555	7.0	1.0
inacho	1.0	3.0	0.0	0.0
estudies	2.0	6.5	2.0	0.0
vinísteis	1.0	12.0	0.0	0.0
escurrir	3.0	5.666666666666667	3.0	0.0
propios	6.0	10.166666666666666	0.0	0.0
platí	1.0	2.0	1.0	0.0
llagosta	3.0	2.3333333333333335	3.0	1.0
regando	8.0	4.25	3.0	0.0
peinando	8.0	5.5	4.0	1.0
eduardo	24.0	7.0	12.0	0.0
feies	1.0	6.0	1.0	0.0
chorreando	2.0	1.5	2.0	1.0
generosos	1.0	21.0	0.0	0.0
equilibra	2.0	9.5	1.0	0.0
michel	4.0	6.75	1.0	0.0
banderas	5.0	6.2	4.0	1.0
gimnasios	1.0	18.0	0.0	0.0
cuarentas	1.0	20.0	0.0	0.0
bagaja	1.0	1.0	1.0	1.0
uff	5.0	15.2	1.0	0.0
bulto	5.0	13.2	0.0	0.0
divorció	1.0	12.0	0.0	0.0
copiarlo	1.0	3.0	1.0	0.0
usa	22.0	6.136363636363637	4.0	0.0
recado	3.0	8.0	3.0	0.0
menos	271.0	7.944649446494465	71.0	3.0
sistema	1.0	5.0	0.0	0.0
muñequera	1.0	11.0	0.0	0.0
bebiste	2.0	6.0	2.0	0.0
cohes	2.0	7.0	1.0	0.0
viruta	6.0	3.0	5.0	2.0
flexo	1.0	4.0	1.0	0.0
huella	1.0	7.0	1.0	0.0
koldo	2.0	5.5	1.0	1.0
respetarme	1.0	9.0	0.0	0.0
tristeza	2.0	8.0	2.0	0.0
bony	1.0	2.0	1.0	0.0
volverles	1.0	5.0	0.0	0.0
devolvía	4.0	9.5	0.0	0.0
aíto	1.0	7.0	0.0	0.0
chocaron	4.0	8.5	2.0	1.0
toquen	3.0	10.0	1.0	0.0
us	4.0	5.75	1.0	0.0
atreve	1.0	9.0	0.0	0.0
insultaba	3.0	5.0	2.0	0.0
vayas	99.0	8.626262626262626	25.0	0.0
pacatelas	1.0	1.0	1.0	1.0
acostada	5.0	5.4	1.0	0.0
marranada	1.0	5.0	0.0	0.0
válido	1.0	6.0	1.0	0.0
mezcladitos	1.0	2.0	1.0	0.0
local	2.0	5.5	1.0	0.0
lógico	8.0	14.125	4.0	0.0
sobrina	2.0	11.0	0.0	0.0
net	1.0	3.0	0.0	0.0
exa	1.0	5.0	1.0	0.0
báscula	1.0	4.0	1.0	0.0
colina	1.0	9.0	0.0	0.0
abanicarse	1.0	6.0	0.0	0.0
echarlos	6.0	5.166666666666667	0.0	0.0
aoh	1.0	1.0	1.0	1.0
ponte	219.0	5.926940639269406	10.0	1.0
faré	1.0	9.0	0.0	0.0
píllame	1.0	6.0	0.0	0.0
corazones	6.0	3.5	4.0	0.0
proyectar	1.0	7.0	1.0	0.0
radiografía	1.0	12.0	0.0	0.0
marcharte	1.0	5.0	0.0	0.0
has	4462.0	6.947333034513671	5.0	0.0
péga	2.0	3.0	0.0	0.0
parido	1.0	3.0	0.0	0.0
asomarnos	1.0	9.0	0.0	0.0
trotan	8.0	10.125	4.0	0.0
llevarías	1.0	5.0	0.0	0.0
toso	1.0	10.0	1.0	0.0
atravesar	2.0	6.0	0.0	0.0
late	2.0	12.5	0.0	0.0
rodeaba	1.0	3.0	1.0	0.0
ternerita	1.0	2.0	1.0	0.0
vicepresidente	1.0	4.0	0.0	0.0
inventatela	1.0	2.0	1.0	0.0
don	23.0	7.0	0.0	0.0
patiro	1.0	8.0	0.0	0.0
disparan	4.0	5.0	3.0	0.0
vicávaro	1.0	12.0	0.0	0.0
escapas	1.0	12.0	0.0	0.0
peinado	7.0	5.714285714285714	4.0	0.0
imaginado	1.0	9.0	0.0	0.0
estación	19.0	8.157894736842104	5.0	0.0
conformar	1.0	16.0	0.0	0.0
preparé	2.0	6.5	1.0	0.0
llevarles	5.0	13.8	0.0	0.0
guacatelas	1.0	1.0	1.0	1.0
soap	1.0	6.0	1.0	0.0
con_perdón	1.0	1.0	1.0	1.0
coker	2.0	7.0	1.0	0.0
direcciones	3.0	14.0	0.0	0.0
equivocación	1.0	10.0	1.0	0.0
decidi	1.0	7.0	0.0	0.0
rebanaditas	2.0	7.0	0.0	0.0
güelita	3.0	5.333333333333333	3.0	0.0
comprendes	6.0	3.5	5.0	4.0
atatelo	1.0	5.0	0.0	0.0
telediario	2.0	4.5	1.0	0.0
sujetaste	1.0	18.0	0.0	0.0
coechadora	1.0	3.0	1.0	0.0
iluminar	1.0	25.0	0.0	0.0
tralalai	1.0	1.0	1.0	1.0
avance	1.0	5.0	1.0	0.0
mesica	4.0	9.5	0.0	0.0
dale	472.0	6.201271186440678	49.0	15.0
croata	1.0	5.0	0.0	0.0
ulises	4.0	4.0	4.0	1.0
arces	1.0	3.0	1.0	0.0
escalones	2.0	18.5	0.0	0.0
vaer	1.0	6.0	0.0	0.0
enh	1.0	5.0	1.0	0.0
tomarte	3.0	5.333333333333333	1.0	1.0
r	14.0	5.571428571428571	8.0	1.0
panparabaran	1.0	1.0	1.0	1.0
crecerá	1.0	4.0	0.0	0.0
invitabas	3.0	6.666666666666667	0.0	0.0
disputas	1.0	4.0	1.0	0.0
dirty	1.0	7.0	1.0	0.0
sabanita	1.0	4.0	1.0	0.0
amalia	1.0	5.0	1.0	0.0
gnomo	2.0	3.0	2.0	0.0
puzzles	12.0	8.083333333333334	7.0	1.0
mías	23.0	5.869565217391305	14.0	1.0
empujo	12.0	5.333333333333333	5.0	0.0
aparato	18.0	4.777777777777778	13.0	0.0
petra	2.0	3.0	2.0	1.0
salgáis	1.0	7.0	0.0	0.0
noté	1.0	17.0	0.0	0.0
paseen	1.0	15.0	0.0	0.0
inspectores	1.0	10.0	0.0	0.0
cortarte	2.0	14.0	0.0	0.0
pupú	1.0	2.0	1.0	0.0
medianoches	1.0	9.0	0.0	0.0
ajusto	1.0	5.0	0.0	0.0
puntos	157.0	9.261146496815286	94.0	0.0
rechazaron	1.0	11.0	0.0	0.0
chiquitita	67.0	7.955223880597015	36.0	1.0
cuartos	7.0	8.0	1.0	0.0
pídesela	3.0	2.3333333333333335	1.0	1.0
fuebo	1.0	3.0	0.0	0.0
juego	243.0	8.518518518518519	89.0	0.0
máquina	82.0	7.865853658536586	34.0	2.0
constipa	1.0	6.0	1.0	0.0
polar	4.0	4.5	3.0	0.0
naya	3.0	2.6666666666666665	3.0	2.0
reflejado	3.0	10.666666666666666	0.0	0.0
salvó	4.0	5.5	2.0	0.0
recógelas	2.0	2.0	1.0	1.0
cágalo	1.0	4.0	1.0	0.0
grupito	4.0	8.5	1.0	0.0
dejarse	2.0	8.0	0.0	0.0
tucutun	2.0	14.0	1.0	0.0
cornflakes	1.0	7.0	0.0	0.0
macita	1.0	13.0	0.0	0.0
danos	6.0	6.333333333333333	1.0	0.0
fabiana	1.0	2.0	1.0	0.0
aleros	2.0	5.0	1.0	0.0
marineritos	3.0	4.0	3.0	0.0
retado	1.0	7.0	1.0	0.0
cartulina	3.0	9.0	1.0	0.0
ive	1.0	2.0	1.0	0.0
gitanos	1.0	5.0	1.0	0.0
ito	19.0	6.578947368421052	13.0	2.0
tortazo	2.0	5.5	1.0	0.0
ben	1.0	12.0	0.0	0.0
subnormal	3.0	5.333333333333333	2.0	0.0
contarles	4.0	7.0	1.0	0.0
líes	1.0	4.0	1.0	0.0
gastas	4.0	6.25	1.0	0.0
arreglada	2.0	5.5	1.0	0.0
interesan	1.0	9.0	0.0	0.0
insistas	2.0	6.0	0.0	0.0
tracatra	1.0	5.0	1.0	0.0
aprietale	1.0	6.0	0.0	0.0
moleste	4.0	7.25	3.0	0.0
contorno	1.0	10.0	0.0	0.0
mandarán	1.0	10.0	0.0	0.0
yeésto	1.0	4.0	0.0	0.0
cacahuetes	6.0	2.1666666666666665	5.0	4.0
tralara	1.0	2.0	0.0	0.0
habladores	1.0	3.0	1.0	0.0
celina	4.0	8.0	0.0	0.0
alfileres	1.0	3.0	0.0	0.0
robas	9.0	8.88888888888889	1.0	0.0
alguno	97.0	6.505154639175258	30.0	1.0
that	13.0	7.461538461538462	4.0	0.0
aquél	13.0	7.6923076923076925	5.0	0.0
comenzó	7.0	6.428571428571429	1.0	0.0
tostas	2.0	3.5	1.0	1.0
den	19.0	11.421052631578947	1.0	0.0
regalastéis	1.0	11.0	0.0	0.0
pistolas	2.0	4.0	0.0	0.0
amari	2.0	1.5	1.0	1.0
juguito	2.0	6.0	0.0	0.0
tantatatán	1.0	1.0	1.0	1.0
confío	2.0	8.5	0.0	0.0
orgulloso	2.0	9.0	1.0	0.0
bebén	1.0	1.0	1.0	1.0
desarmar	5.0	9.2	0.0	0.0
divorciado	2.0	2.5	2.0	0.0
míralas	10.0	2.9	7.0	4.0
gatita	6.0	8.333333333333334	1.0	0.0
extiénde	2.0	2.5	0.0	0.0
chiquitina	13.0	5.923076923076923	8.0	1.0
vendaval	2.0	7.5	2.0	0.0
encerrado	16.0	4.6875	11.0	2.0
catequesis	17.0	28.0	6.0	0.0
monedita	7.0	11.857142857142858	2.0	0.0
vols	40.0	4.75	13.0	0.0
cop	1.0	2.0	1.0	0.0
rollazo	2.0	3.0	1.0	0.0
agarro	17.0	8.647058823529411	4.0	0.0
dibujar	121.0	6.851239669421488	49.0	3.0
flequillo	5.0	9.6	1.0	0.0
conejera	1.0	10.0	0.0	0.0
tapicería	2.0	5.0	1.0	0.0
rem	1.0	8.0	0.0	0.0
decidir	8.0	6.625	3.0	0.0
