Token	UniLemma	AoA	AdjustedDiversity	Diversity	LogFreq	LexicalClass	NChars	Concreteness	MLU
fein	fine	34.4596302029741	-130.63247541533	316	-2.01316890652362	adjectives	4	2.61	3.99097472924188
fenster	window	24.3858204975952	17.0877990708236	608	-1.59455357902858	nouns	7	4.86	7.93230403800475
fernseher	tv	25.2442768543923	0.677000451387698	161	-3.47830332935129	nouns	9	5	5.6875
fertig	finish	28.9718646380186	-240.069900964865	1018	-0.375610258773	verbs	6	2.89	6.43488943488943
finden	find	26.7272732589413	64.8169716752921	501	-2.0480668463749	verbs	6	2.63	9.71214953271028
finger	finger	22.9528289075464	51.9505676860898	658	-1.55610970691329	nouns	6	5	7.704
flasche	bottle	23.3037319053744	-103.737780299908	519	-1.51469360319658	nouns	7	4.91	6.26315789473684
fleisch	meat	23.6471494253141	38.9081179712971	256	-3.05221893404039	nouns	7	4.9	6.87244897959184
fliege	fly (animal)	24.6496347695058	-2.27828513705202	231	-2.95043623973045	nouns	6	4.64	5.92626728110599
flugzeug	airplane	22.3951162916434	-4.3785520200546	759	-1.19943476297456	nouns	8	4.96	7.0152
frau	lady	24.6944616312992	85.8175691849583	1111	-0.723946203498256	other	4	4.33	8.0382894082546
freund	friend	27.2501929437277	67.2941764666147	356	-2.64675382593223	other	6	3.07	7.63945578231293
frosch	frog	23.786731426585	39.5679151824962	451	-2.13388946547639	nouns	6	5	7.24236252545825
frühstück	breakfast	24.534491746333	68.8341879028075	320	-2.84553665978025	other	9	4.43	7.85892116182573
füce	feet	20.4400086010446	-10.4055020406063	0	-7.2317213046028	nouns	5	4.11604316546763	7.44972997156923
fuchs	fox	27.494079935405	-30.4061585433909	196	-2.99279551356959	nouns	5	4.97	5.91826923076923
für	for	27.9303757997179	404.078505756414	2763	0.870259427250395	function_words	3	1.63	8.44986367767343
füttern	feed	26.6060121514497	44.6403338479551	178	-3.73521374313632	verbs	7	4.17	8.41414141414141
