Token	Diversity	DiversityEntropy	CountPerThousand	MLU
oughta	273	6.530159950256348	0.02542822468700532	9.352631578947369
sugar	463	7.047891616821289	0.12727495619653717	7.017875920084122
apple	646	6.845245838165283	0.262446045322197	6.481387047424783
own	914	7.637121677398682	0.16742478464970345	10.175059952038369
barn	324	6.2242350578308105	0.06932537046246713	7.260617760617761
toys	1137	7.387142181396484	0.634233456798517	9.910951677569107
older	405	7.140623569488525	0.06838854113189326	11.352250489236791
stefan	84	5.964868545532227	0.010974286443865455	4.024390243902439
theater	97	5.777738571166992	0.005620975983443281	11.80952380952381
appears	106	5.595844745635986	0.007494634644591042	12.339285714285714
foot	716	6.769182205200195	0.30072221511421554	6.505562972852693
goo	115	4.89876651763916	0.02074407803413592	4.935483870967742
mailbox	91	5.443326950073242	0.009903624351781019	6.0
makes	1138	7.401101589202881	0.28252095954878015	9.3950734249171
race	349	6.361135959625244	0.07320652054627322	8.219378427787934
inch	82	5.935183525085449	0.006022474267974944	8.71111111111111
scott	186	6.903528213500977	0.019539583180540932	5.554794520547946
dah	56	3.4502265453338623	0.01672909518881929	7.792
daddy'll	107	6.064896583557129	0.0072269691215699336	7.2592592592592595
dollie	159	6.197085857391357	0.024625228117941995	5.054347826086956
counter	151	5.657009601593018	0.013650941674076541	10.166666666666666
oink_oink	52	5.264721393585205	0.00896679502120714	4.08955223880597
eaters	85	5.437397480010986	0.007360801883080487	10.945454545454545
little_foot	80	5.822094917297363	0.005219477698911619	6.769230769230769
massachusetts	71	3.5395989418029785	0.00869912949818603	8.76923076923077
wipe	336	6.276033401489258	0.10358655740916904	6.590439276485788
in	4374	8.236509323120117	9.724689949641409	9.215253980705448
class	501	7.178205490112305	0.07695383786856873	10.650434782608695
adults	118	6.407464981079102	0.007093136360059379	9.584905660377359
boring	132	4.74949836730957	0.025294391925494767	8.825396825396826
lynette	186	6.7686872482299805	0.02194857288773091	4.945121951219512
click	106	5.208332061767578	0.015926098619755965	6.487394957983193
shed	72	5.614042282104492	0.004684146652869401	8.542857142857143
dragon	342	6.174458980560303	0.07561551025346319	8.906194690265487
pets	169	6.47636604309082	0.016327596904287627	9.639344262295081
whale	210	6.150852203369141	0.03158453171649082	6.614406779661017
switch	238	6.557921886444092	0.03145069895498027	7.8808510638297875
michelle	123	6.4133687019348145	0.010037457113291574	9.773333333333333
walls	183	6.441357612609863	0.013115610628034324	8.928571428571429
raisin	146	6.473421096801758	0.014453938243139867	5.907407407407407
as_well	134	6.280121326446533	0.007628467406101596	8.596491228070175
buyed	69	5.662492752075195	0.005085644937401064	7.578947368421052
bones	261	7.006250381469727	0.03198603000102248	8.05020920502092
steals	73	5.287723541259766	0.0068254708370382704	7.627450980392157
only	1550	7.8302459716796875	0.46908382909449287	9.525534950071327
hopping	111	6.119751930236816	0.009502126067249357	6.140845070422535
more	2521	7.331598281860352	2.6117463408784674	7.231104278759928
dinosaur	543	7.042865753173828	0.1286132838116427	6.598335067637877
cakes	197	6.925736427307129	0.01672909518881929	9.112
spoon	721	6.750336647033691	0.36375744578568664	6.19757174392936
like	4289	7.900460243225098	7.234597588976035	9.070832639621141
melissa	389	7.257147312164307	0.0635705617175133	6.482105263157894
cord	217	6.4661664962768555	0.02542822468700532	7.442105263157894
se	111	6.4437971115112305	0.005219477698911619	9.179487179487179
batteries	268	7.033267498016357	0.030246204101385277	7.433628318584071
cousins	124	5.859744071960449	0.013517108912565986	9.0
someone	831	7.851695537567139	0.1397214030170187	9.636973180076629
table	972	6.680880069732666	0.4221085298042883	8.411540900443882
china	88	6.015810489654541	0.00588864150646439	7.4772727272727275
chose	134	6.246176242828369	0.008163798452143814	10.524590163934427
level	147	6.551206111907959	0.009502126067249357	11.366197183098592
potato	268	5.119009494781494	0.050053452804947315	7.823529411764706
crowded	114	6.035571575164795	0.00896679502120714	8.119402985074627
ronnie	85	6.077971458435059	0.006290139790996053	5.042553191489362
